"Status","Life.expectancy","Total.expenditure","Population.And.Infant.Mortality","Chronic.Dieseases","Thinness","Personal.Factors","Economic.Factors","Adult.Factors"
2,46.5,3.63,0.442255035808087,-2.18648620109564,-1.72468634289057,-1.75008594029491,-0.0796441089709751,0.731456099603895
2,45.7,5.38,0.445767209409435,-2.18545742673733,-1.71306881187052,-1.83875808158942,-0.0755623382930625,0.634220716533078
2,45.3,2.79,0.35633929679647,-3.15125171619785,-1.68166654176324,-1.85099357547839,-0.0548151521911306,0.462467104901699
2,76.4,5.54,-0.151260051137069,0.647203091712744,-0.105496660116551,0.457919542779148,-0.140615119657808,-0.196396357953708
2,76.2,5.54,-0.121030726843805,0.603235911632784,-0.16561056031035,0.314610659643186,0.609518842330398,-0.0650501209220892
2,76.1,5.33,-0.122092771614411,0.637730695714928,-0.158043253776421,0.333455026653308,0.452165722283175,-0.082463182962146
2,75.9,5.39,-0.127324561326752,0.580017455881366,-0.163601715854338,0.294093395309472,0.521484073335558,-0.0845991610080285
2,75.7,5.65,-0.122862834639588,0.647549825049284,-0.143019473242914,0.383699656228806,0.377314339693747,-0.0843292529272979
2,75.6,5.63,-0.12398275886741,0.602234161910037,-0.145749562992499,0.382568967444709,0.43942720324711,-0.0676966798512808
2,75.4,4.86,-0.143444009126285,0.62965596109342,-0.0812138645201279,0.507217029559792,-0.160209781617476,-0.181795150020254
2,75.2,4.69,-0.136390694855255,0.638536288275831,-0.0720098370915487,0.560483837188748,-0.153843711345154,-0.164508015709771
2,75,4.27,-0.138048621504898,0.609408414486285,-0.0500336030887823,0.570577191187014,-0.0497670735287319,-0.159112034642326
2,74.8,4.34,-0.129616392019939,0.638162459922366,-0.042555419089195,0.631715404409531,-0.120494647131712,-0.120993553292982
2,74.6,4.41,-0.166031215734352,1.36386286875492,-1.14318305631621,-4.38147154291873,1.01702826909621,-0.326884295934715
2,74.4,4.21,-0.200002667724303,1.26152486848093,-1.09470227290369,-4.28645976273189,0.573403521624447,-0.474825214335375
2,74.2,4.53,-0.179053381997772,1.38179942467547,-1.12542393229927,-4.36235150950781,0.86795962299303,-0.352521028095783
2,74,4.41,-0.182362610597967,1.25626664806214,-1.11851621755068,-4.34199021437723,0.789058879361544,-0.348255995547509
2,73.8,4.48,-0.184283771024533,1.31716522055966,-1.10136295313642,-4.29343212648836,0.543749798769404,-0.386371712524474
2,73.6,4.13,-0.17846733159683,1.34140457992968,-1.08854706859364,-4.37436842790616,0.875601860741608,-0.314940167288789
2,76.3,6.85,0.00871637227419937,0.151894856483217,-0.565027985733403,1.47518501019046,-0.394709401653984,-0.308283554975588
2,76.2,4.79,0.0115242074488241,0.123842647832906,-0.562855100551298,1.38967231470623,-0.154942222272519,-0.291991744161543
2,76,4.99,0.0178781978243572,0.233108164277885,-0.564690934208282,1.36998738880841,-0.0805422262286712,-0.252656659368861
2,75.9,5.2,0.0291066027273087,0.117066323094765,-0.583899865972469,1.36540988278533,-0.0350858112440664,-0.226957052319339
2,75.7,5.89,0.0309085118330819,0.0227213490688599,-0.613992963266409,1.32067862057245,0.0817011008731277,-0.176395790712252
2,75.5,6.55,0.05750954631248,0.229228419756144,-0.704164830086216,1.33616860066037,-0.703496552894311,-0.196084019293167
2,75.6,7.63,0.0694309989445873,0.275598582632757,-0.719579915944032,1.14566299794464,-0.0757680315665063,-0.0987456734618522
2,75.4,6.66,0.056058786437564,0.171231095958097,-0.71133981609657,1.0886021478833,-0.0315856826756732,-0.141281263967493
2,74.8,6.49,0.0351757268201041,0.0283554029382813,-0.705431235043347,1.14221292918934,-0.185194427085656,-0.156274246113565
2,75.2,6.68,0.048262793724238,0.0346480958862682,-0.72398445553772,1.0865454898108,-0.265262890245039,-0.184570392044055
2,74.9,6.85,0.0684269623571714,0.3731042641014,-0.717565733741466,1.1427525528709,-0.717413759069734,-0.157308756834982
2,74.7,6.84,0.0601833903650731,0.255913225035616,-0.704628519150574,1.10604173753335,-0.395631340764096,-0.1414041826228
2,74.1,8.22,0.0533560485175935,0.214416149490132,-0.72998763500728,1.2398125028058,-0.740687821221972,-0.0708399688240516
2,74.1,8.31,0.0538121332529137,0.0368356851800298,-0.727167076509209,1.23223753662588,-0.534656810950333,-0.0767581146931261
2,74,9.38,0.0777466091844632,0.256892994627043,-0.786973864203828,1.01312549129188,-0.67676690666797,-0.0628482721790187
2,74.1,9.21,0.0814894062376169,0.147748942401564,-0.727976607736226,1.10629085409976,-0.088999411965224,0.00578599609792982
2,74.8,4.55,-0.139046630323107,0.41316838021762,-0.534098213414966,0.0389965291765995,-0.547531112171171,-0.50006854780436
2,74.6,4.48,-0.145759946656063,0.351525073701527,-0.522343889828917,0.0204105719292018,-0.331002597826092,-0.437593571326059
2,74.4,4.55,-0.134577922682902,0.455554848088026,-0.51948859722623,-0.0176566491616805,-0.338821995326818,-0.462564483593039
2,74.4,4.48,-0.130801437909733,0.453877639549791,-0.531369500920525,-0.0247764541630827,-0.345272239372644,-0.465423759404788
2,73.9,3.71,-0.130897154659715,0.454336337435178,-0.528056167761622,-0.0347575264881667,-0.349323755737218,-0.443140225804528
2,73.5,4.56,-0.132472225964175,0.433548268787339,-0.570725009204178,-0.1246792331481,-0.353990863100296,-0.412063841473648
2,73.3,4.55,-0.140043087853649,0.373027869510641,-0.592711254882962,-0.228399091959543,-0.346797075543349,-0.409917603679358
2,73.2,3.8,-0.152439043244749,0.133064356281504,-0.577802788021005,-0.0537282591054654,-0.528105846646379,-0.460358116750527
2,73.5,4.31,-0.163398138655872,0.168427386149146,-0.593073871163635,-0.233225352668301,-0.386753766713119,-0.490699268016464
2,72.9,4.58,-0.172284962966684,0.109778811327868,-0.643294975382429,-0.36221540629279,-0.329298449771433,-0.441754893775764
2,73,5.25,-0.141556773591801,0.403712017251738,-0.683791547151371,-0.51821815285982,-0.398378971102611,-0.406290909828394
2,73,5.5,-0.144667770921793,0.326280461692402,-0.689732366717782,-0.520316806335387,-0.390622907247471,-0.435379203615957
2,72.7,5.56,-0.13530303887528,0.508681259953368,-0.698999840149449,-0.605617256265136,-0.444711225314052,-0.423989263360469
2,72.6,5.4,-0.138974276438921,0.49764801000127,-0.683970362234225,-0.626094451790574,-0.40234995430401,-0.429908894515412
2,72.6,5.94,-0.13204853522436,0.515081175039893,-0.681837409044269,-0.535450728475749,-0.420883294733045,-0.366098731918474
2,72,6.25,-0.131732856935215,0.464823650770002,-0.68582147882522,-0.494816059260301,-0.435752226137334,-0.351154788771915
1,82.8,9.2,-0.0832437762954988,-0.159523149574533,-0.117366513975645,2.32096905005299,0.833361394529278,-0.676651750797238
1,82.7,9.42,0.0142236748176451,-0.233782809275687,-0.323864344462237,1.64662792394321,4.45847101304861,0.0700141907311198
1,82.5,9.36,0.0176993514074958,-0.243055299244876,-0.30685681454636,1.52603132889653,4.95570409723754,0.0812663071590296
1,82.3,9.36,0.0183258847772782,-0.233910634080143,-0.320657611718805,1.46917489559433,4.9560423398273,0.0812689181366977
1,82,9.2,0.0206208570994267,-0.202634626388305,-0.365481001202423,1.45080975796544,4.56062981376621,0.07196491029021
1,81.9,9.2,0.0139881626273371,-0.162614082408114,-0.406405307587795,1.54803239587222,3.56130230899569,-0.00599985996517899
1,81.7,9.5,0.0124158412002318,-0.108872583334428,-0.46834243577981,1.58106403903932,2.73583789929987,-0.0559700344103695
1,81.3,8.78,0.0155391971276279,-0.128015549338908,-0.438056755489241,1.44882246108109,3.40640523065188,-0.0164430235841601
1,81.3,8.53,0.00211320151960311,-0.0219204534926757,-0.612510859837482,2.08845272681789,-0.506021261978203,-0.271428105082057
1,81.2,8.49,0.0197384498248147,-0.135001527821125,-0.422741601818258,1.96890574186355,2.15510750658465,-0.055106303542021
1,81,8.45,0.0162028823730627,-0.0568214675070616,-0.551370744510493,2.45852415223214,-0.709538123641937,-0.22731047589443
1,86,8.57,0.0193562236508057,-0.0704825938341055,-0.5279042423719,2.56660974780846,-0.725663598098169,-0.223388173312593
1,83,8.32,0.01614184875494,-0.112229770812836,-0.434501748153786,2.24736221584949,0.973863307291311,-0.123893799626793
1,79.9,8.39,0.0116347137681514,-0.0388659118090404,-0.5593176916069,2.42863205523019,-0.966594414710301,-0.225962241047057
1,79.9,8.18,0.012924088120494,-0.104010312998837,-0.453068622289961,2.25231888954231,0.614027236885442,-0.126479781075396
1,79.5,8.8,0.0212265001212726,-0.0470667295634322,-0.550960124093647,2.4904940334219,-0.820751905355908,-0.151458877203213
1,81.5,11.21,-0.130662673213002,0.129894659911375,-0.162154891457258,1.18082296965638,0.656378309387636,-0.552167993065488
1,81.4,11.21,-0.0294069432037068,0.3827359763997,-0.30238310404063,0.568669530211613,3.57973834176614,0.0320728675384619
1,81.1,11.14,-0.050475917409399,0.32502360832765,-0.517782585887887,1.28232278810244,-0.719143982770548,-0.247519159371569
1,88,11.17,-0.0578322895126595,0.0385397411416434,-0.334557428091695,0.630473837365618,3.33770701583227,0.0159694629824504
1,88,1.94,-0.101821411131891,-0.199645852790774,-0.188375528342891,0.465040347585796,3.58752215872035,-0.26736094351908
1,84,11.17,-0.08291116799007,-0.306144573543832,-0.385058339141396,0.638646681137495,3.1464810450627,-0.0545402181146615
1,82,11.19,-0.0916302924403072,-0.488739021091906,-0.401442733208434,0.612600340170343,3.38253111107383,-0.0242364252636112
1,84,1.6,-0.128655876875675,-0.537750829067575,-0.240134094845513,0.342638798137875,3.64125661812755,-0.313560737768332
1,81,1.4,-0.115199908125963,-0.407219344205976,-0.254974175575647,0.419078205947555,3.20252772650207,-0.317015649052725
1,79.8,1.35,-0.127635433673172,-0.412518598406139,-0.461103109582891,1.05321751759471,-0.663198917764513,-0.526845708070434
1,79.4,1.53,-0.112848803641916,-0.308444599307325,-0.314134974833417,0.437128041249547,2.4810071868457,-0.312032709502272
1,79.3,1.56,-0.133357238146777,-0.475537372564163,-0.322760619026405,0.456171649160421,2.22251282184641,-0.376726458491028
1,78.8,1.48,-0.123427259367163,-0.346199676238915,-0.475740970266709,0.89359288163933,-0.412616868075856,-0.474807204289714
1,78.7,1.27,-0.11459629730377,-0.537221590921533,-0.2910464887678,0.987036108793019,1.38939080158349,-0.394704696568546
1,78.6,1.12,-0.12259050559869,-0.43023134701552,-0.338396697610405,0.839700193840218,1.23094692276789,-0.363496312628235
1,78.1,1.6,-0.129563108369146,-0.509789133836177,-0.352062176206378,0.841544625285253,1.22408778580902,-0.357153714906507
2,72.7,5.33,-0.131127294476376,0.546134389516383,-0.330697982051673,0.0368114340776812,-0.541891987009872,-0.50965505428745
2,72.5,6.4,-0.161074947721766,0.447604579338295,-0.302111566298139,-0.171030825442971,-0.164050967148353,-0.588751705453037
2,72.2,5.54,-0.140528468449977,0.405944875974318,-0.348201020216559,-0.248654635045868,-0.15037306367776,-0.527236036655058
2,71.9,5.37,-0.184461102015663,0.152725888012751,-0.333939681806511,-0.246724776661221,-0.162425883531796,-0.635998223380344
2,71.6,5.1,-0.184774808435271,0.0434619400726206,-0.340473588178001,-0.201478175842493,-0.175521389119571,-0.589713375805303
2,71.1,5.33,-0.288141305227312,-0.795315519109666,-0.317705795203245,0.0628595767110232,-0.225050143459076,-0.648031871365209
2,78,5.85,-0.187802692370698,-0.335182455208239,-0.416758807297548,-0.0875983332708256,-0.47342177137295,-0.54900474672545
2,73,4.37,-0.209846402027536,-0.373764671377475,-0.353962136219419,-0.164555348710925,-0.236609779025534,-0.592456617084844
2,73,5.1,-0.221988487429395,-0.549144125118035,-0.375366850683744,-0.122501831294964,-0.30603900470015,-0.624238072791673
2,69.2,6.17,-0.239248461329569,-0.574919761910614,-0.453522084177058,-0.33512982383632,-0.326844133948689,-0.516950864397533
2,68.4,7.86,-0.244736948396218,-0.767308729150377,-0.449732897496344,-0.121663718691821,-0.392591286575558,-0.42934763194691
2,68.4,7.92,-0.294344440879236,-0.998905334706992,-0.433735473419642,-0.0872326718494408,-0.446095121804831,-0.480447200870181
2,67.8,6.56,-0.230823416353475,-0.664084468437912,-0.450394621073516,-0.302068044879887,-0.399457916466007,-0.497083981171626
2,67.8,4.47,-0.29785976890486,-0.967132205028345,-0.372242976374046,-0.284320502001302,-0.381653473037539,-0.626608426425362
2,67.5,4.48,-0.285301002252935,-0.979462551990086,-0.401710234353546,-0.352825955360922,-0.402447773669177,-0.600707080024809
2,66.6,4.67,-0.232724607380356,-0.496648211269721,-0.445945348131182,-0.634578499445382,-0.365484352113591,-0.624045015039084
2,76.1,7.44,-0.147650788995808,0.477153641583296,-0.526580497883848,0.314809229372352,-0.570463800407591,-0.179568247975325
2,75.4,7.74,-0.143616223035715,0.546332365580286,-0.541343613421533,0.309720124719253,-0.558745153778987,-0.0685080450999206
2,74.8,7.5,-0.139200891075928,0.607553667499808,-0.540939306778167,0.292024860553634,-0.559311824637365,-0.0416651367598877
2,74.9,7.43,-0.135180980508316,0.667094232995663,-0.52914489633243,0.270426923988111,-0.528642655989257,-0.0609671950563253
2,75,7.63,-0.134254962471186,0.630529487260931,-0.539370623636356,0.276435768487645,-0.57124251299079,-0.0731438616701232
2,75,7.44,-0.128633174423418,0.68740643642537,-0.534457216008268,0.247565068933934,-0.560690741819502,-0.0773263717242799
2,74.6,7.43,-0.134051277783196,0.555850627550108,-0.53894440186235,0.278922689211749,-0.563391810632949,-0.0459928974863054
2,74.5,7.3,-0.142126409619293,0.373252797129964,-0.543272662481468,0.332570754607359,-0.549350830021964,-0.0538752357465182
2,74.4,7.8,-0.132166330005818,0.482674760528776,-0.564829436355393,0.311437020268601,-0.566052296500434,-0.0142072575150109
2,74.2,6.93,-0.132174668623716,0.488039395533306,-0.555955278643925,0.260515231298583,-0.515478563469829,-0.016363049204843
2,74.1,5.95,-0.147357575382587,0.373101634601512,-0.531960440624279,0.260590629160643,-0.538276355178365,-0.0610425365133585
2,73.8,6.2,-0.14868362244188,0.363689701730372,-0.543741048717657,0.227702521403341,-0.547278413248017,-0.052896244810433
2,73.2,5.62,-0.155422012144864,0.314832422287933,-0.551745435851518,0.226043698090726,-0.538285452003152,0.00988622611160463
2,73.1,5.26,-0.146753701023723,0.39246270597505,-0.534982352004327,0.151872326145788,-0.50464897647115,-0.0912544915725512
2,72.9,5.15,-0.119005700043799,0.711674308697715,-0.550057330543334,0.106306748740136,-0.518637562625671,0.0786087621016725
2,72.6,5.21,-0.11873927434922,0.599160483188805,-0.549912414724567,0.0969494765656619,-0.515781652974446,-0.0148163358150718
2,76.9,4.37,-0.368099596929695,0.551420703034992,0.913556580403967,0.676197650191352,0.149782222798143,-0.923274895389809
2,76.8,4.98,-0.361144065931949,0.550777848461737,0.88187211397405,0.642661073135697,0.341178067124525,-0.859901860190039
2,76.7,4.69,-0.318026098707757,0.650301631255892,0.697726398310896,0.761560783053245,-0.585234723159391,-0.715118978907293
2,76.5,4.37,-0.331530808762824,0.60254905394282,0.836137850118785,0.499571710505429,0.891455816865868,-0.740066010592031
2,76.1,3.4,-0.311654525599749,0.647001881784163,0.720375526306527,0.657541172911258,-0.43703020643267,-0.722399215496848
2,76.1,3.64,-0.305512871175482,0.64763040669111,0.700212233489146,0.653617009290082,-0.403167420418289,-0.719978562883956
2,76,3.79,-0.343460131214526,0.545132302924755,0.827846527478785,0.60431911009802,0.159196095650567,-0.83931822782538
2,75.8,3.17,-0.320965441357186,0.523263536441301,0.705378385842437,0.696000808631387,-0.429887567064774,-0.74339368878225
2,75.6,3.8,-0.317221361529906,0.526905704772786,0.69756454162707,0.694708442648792,-0.395360063531618,-0.71611055000674
2,75.5,3.8,-0.311430693826116,0.598948772413092,0.678042429268786,0.631931653095623,-0.451523990904471,-0.699752942096802
2,75.3,3.16,-0.325911869742101,0.574183869609949,0.768663946407565,0.39459403553409,0.531147655454104,-0.720535078996889
2,75.2,3.37,-0.322359733926112,0.585405671449695,0.743868859171163,0.388370813400201,0.411673188570507,-0.70026000503425
2,75,3.74,-0.324386297294825,0.546375275723082,0.714650224718087,0.361935123858881,0.313713018410117,-0.691650624352259
2,74.9,3.89,-0.314611187838466,0.635622840446077,0.637026022200388,0.422214750609514,-0.453008759693842,-0.675367504371128
2,74.7,3.8,-0.321655680031764,0.67729394837005,0.717454111889102,0.225194285834451,0.271274118588931,-0.732588338264947
2,74.5,3.51,-0.343436544708276,0.570452851619511,0.730238866070242,0.278655765250167,-0.00965185671419711,-0.747518310057517
2,71.8,2.33,0.0979589376024229,1.07132208446816,3.37327437045004,-0.225143799012264,-0.0721222514913878,-0.477559452526876
2,71.4,2.82,0.141364430218213,1.08797141693725,3.40478835074603,-0.26156773587064,-0.0538298581996262,-0.452621612715362
2,71,2.88,0.162218617378623,1.00035455180038,3.44738357870822,-0.215721016784487,-0.0179287879894665,-0.444013459800891
2,77,2.8,0.230546552060628,0.931241341896877,3.46467008796429,-0.252352649097694,-0.00236984522514318,-0.441871509135671
2,73,3.16,0.269294058937949,1.05460554356312,3.46507937487688,-0.3900794246773,0.026179577266206,-0.378258494657401
2,69.9,2.8,0.338762737795491,0.990925991304136,3.45798877942601,-0.533495578464877,0.0547032189199615,-0.427595814021826
2,69.5,2.91,0.424600401925491,1.20917557385114,3.46675689639437,-0.715956885597573,0.0828575049456764,-0.403859466720667
2,69.1,2.85,0.492129092411313,1.14995423446773,3.50341771720273,-0.640028727378281,0.0730925865751492,-0.384497143750154
2,68.6,2.8,1.12895326335668,1.06239222475467,0.533634396364151,-1.46320465579075,-0.0942602617601271,-0.346832560442773
2,68.2,2.8,1.21844468374635,1.04324822090766,0.542920304978773,-1.53354511095819,-0.0717016872750148,-0.342217162528374
2,67.8,2.68,1.23715732843979,0.720058254832021,0.570432405164403,-1.46294694909777,-0.0572950071352454,-0.350432121405034
2,67.3,2.62,1.51149960656102,0.286981082729434,-1.24754250291584,-1.66968395496427,-0.210293878464575,-0.358297552841102
2,66.8,2.51,1.5610162236382,-0.0937222321799208,-1.24145620941289,-1.59764077362917,-0.188293464729686,-0.39924549908148
2,66.3,2.59,1.15127063524085,0.211258417642577,1.68869893071034,-0.931990510269881,-0.0474242423708588,-0.366252311943635
2,65.8,2.47,1.13971306759094,-0.294308337706915,1.74880203237363,-0.769081976950797,-0.0235986135655546,-0.411540996739541
2,65.3,2.33,1.20517363927837,-0.451779476555681,1.75625069845679,-0.760945192852307,-0.0176477122736572,-0.413937615323373
2,75.5,7.43,-0.167795395351365,0.487646251986697,0.0997825353574041,0.960274835261667,-0.16322164593398,-0.355301238788754
2,75.4,7.47,-0.164309934985807,0.286661132746387,0.149331924155381,0.925422260332353,-0.0933479161104639,-0.809580652093222
2,75.2,7.57,-0.182445833168931,0.0941372800525689,0.158626647971827,0.976570982742312,-0.099496011767618,-0.78265122989049
2,75.1,7.43,-0.199247360666081,-0.131582271562804,0.157719615423922,1.01666873024784,-0.104934830383733,-0.80662276837234
2,74.9,6.67,-0.181473661973457,0.0870662535136034,0.180532357510749,0.998769502831732,-0.12703071133132,-0.786387592445238
2,74.7,6.17,-0.191965015819842,-0.148667703541053,0.200089222015555,1.12352214185875,-0.1694719013236,-0.794130439982846
2,74.6,6.21,-0.171331607174426,0.206203613271074,0.188870586250385,0.941363783230567,-0.0381258796540774,-0.750185803457889
2,74.4,6.1,-0.222547858939809,-0.231875227535146,0.139306628409867,1.08092043010628,-0.163477949871977,-0.376361775179701
2,74.2,5.64,-0.191640151790327,0.259425894821297,0.141723669107819,0.840891041832001,-0.0417159912781274,-0.341293442041044
2,74.1,5.27,-0.234487871913293,-0.260100013967956,0.136911416699329,0.90013112431459,-0.0636353915060677,-0.40467794275098
2,73.9,5.38,-0.201956827587511,0.20480122929566,0.131029020261644,0.731662853398223,-0.0907514815907913,-0.340116751510057
2,73.8,5.71,-0.196268303925121,0.295810383605368,0.115259366686559,0.660767328048438,-0.125769215001633,-0.310329809536681
2,73.7,5.82,-0.218402084090349,0.106491508987147,0.13569264194183,0.651897834118949,-0.0891680723376584,-0.33863897287448
